Totales Territoriales;Comunidades y Ciudades Autónomas;Provincias;Viajeros y pernoctaciones;Residencia: Nivel 1;Residencia: Nivel 2;Periodo;Total
Total Nacional;02 Aragón;50 Zaragoza;Pernoctaciones;Total;Residentes en España;2025M01;113.837
Total Nacional;02 Aragón;50 Zaragoza;Pernoctaciones;Total;Residentes en el Extranjero;2026M04;57.178
Total Nacional;02 Aragón;50 Zaragoza;Pernoctaciones;Total;Residentes en el Extranjero;2026M03;54.225
Total Nacional;02 Aragón;50 Zaragoza;Pernoctaciones;Total;Residentes en el Extranjero;2026M02;46.391
Total Nacional;02 Aragón;50 Zaragoza;Pernoctaciones;Total;Residentes en el Extranjero;2026M01;39.313
Total Nacional;02 Aragón;50 Zaragoza;Pernoctaciones;Total;Residentes en el Extranjero;2025M12;38.995
Total Nacional;02 Aragón;50 Zaragoza;Pernoctaciones;Total;Residentes en el Extranjero;2025M11;45.756
Total Nacional;02 Aragón;50 Zaragoza;Pernoctaciones;Total;Residentes en el Extranjero;2025M10;62.949
Total Nacional;02 Aragón;50 Zaragoza;Pernoctaciones;Total;Residentes en el Extranjero;2025M09;72.829
Total Nacional;02 Aragón;50 Zaragoza;Pernoctaciones;Total;Residentes en el Extranjero;2025M08;82.027
Total Nacional;02 Aragón;50 Zaragoza;Pernoctaciones;Total;Residentes en el Extranjero;2025M07;70.658
Total Nacional;02 Aragón;50 Zaragoza;Pernoctaciones;Total;Residentes en el Extranjero;2025M06;66.457
Total Nacional;02 Aragón;50 Zaragoza;Pernoctaciones;Total;Residentes en el Extranjero;2025M05;72.756
Total Nacional;02 Aragón;50 Zaragoza;Pernoctaciones;Total;Residentes en el Extranjero;2025M04;58.770
Total Nacional;02 Aragón;50 Zaragoza;Pernoctaciones;Total;Residentes en el Extranjero;2025M03;53.582
Total Nacional;02 Aragón;50 Zaragoza;Pernoctaciones;Total;Residentes en el Extranjero;2025M02;39.887
Total Nacional;02 Aragón;50 Zaragoza;Pernoctaciones;Total;Residentes en el Extranjero;2025M01;37.987
Total Nacional;03 Asturias, Principado de;;Viajero;Total;;2026M04;147.543
Total Nacional;03 Asturias, Principado de;;Viajero;Total;;2026M03;113.361
Total Nacional;03 Asturias, Principado de;;Viajero;Total;;2026M02;87.964
Total Nacional;03 Asturias, Principado de;;Viajero;Total;;2026M01;74.141
Total Nacional;03 Asturias, Principado de;;Viajero;Total;;2025M12;102.224
Total Nacional;03 Asturias, Principado de;;Viajero;Total;;2025M11;117.149
Total Nacional;03 Asturias, Principado de;;Viajero;Total;;2025M10;169.551
Total Nacional;03 Asturias, Principado de;;Viajero;Total;;2025M09;217.906
Total Nacional;03 Asturias, Principado de;;Viajero;Total;;2025M08;286.710
Total Nacional;03 Asturias, Principado de;;Viajero;Total;;2025M07;255.898
Total Nacional;03 Asturias, Principado de;;Viajero;Total;;2025M06;204.806
Total Nacional;03 Asturias, Principado de;;Viajero;Total;;2025M05;178.540
Total Nacional;03 Asturias, Principado de;;Viajero;Total;;2025M04;158.991
Total Nacional;03 Asturias, Principado de;;Viajero;Total;;2025M03;110.844
Total Nacional;03 Asturias, Principado de;;Viajero;Total;;2025M02;87.442
Total Nacional;03 Asturias, Principado de;;Viajero;Total;;2025M01;77.978
Total Nacional;03 Asturias, Principado de;;Viajero;Total;Residentes en España;2026M04;117.772
Total Nacional;03 Asturias, Principado de;;Viajero;Total;Residentes en España;2026M03;98.668
Total Nacional;03 Asturias, Principado de;;Viajero;Total;Residentes en España;2026M02;77.859
Total Nacional;03 Asturias, Principado de;;Viajero;Total;Residentes en España;2026M01;63.850
Total Nacional;03 Asturias, Principado de;;Viajero;Total;Residentes en España;2025M12;90.971
Total Nacional;03 Asturias, Principado de;;Viajero;Total;Residentes en España;2025M11;101.253
Total Nacional;03 Asturias, Principado de;;Viajero;Total;Residentes en España;2025M10;133.063
Total Nacional;03 Asturias, Principado de;;Viajero;Total;Residentes en España;2025M09;159.150
Total Nacional;03 Asturias, Principado de;;Viajero;Total;Residentes en España;2025M08;228.497
Total Nacional;03 Asturias, Principado de;;Viajero;Total;Residentes en España;2025M07;204.229
Total Nacional;03 Asturias, Principado de;;Viajero;Total;Residentes en España;2025M06;148.281
Total Nacional;03 Asturias, Principado de;;Viajero;Total;Residentes en España;2025M05;126.557
Total Nacional;03 Asturias, Principado de;;Viajero;Total;Residentes en España;2025M04;125.224
Total Nacional;03 Asturias, Principado de;;Viajero;Total;Residentes en España;2025M03;95.812
Total Nacional;03 Asturias, Principado de;;Viajero;Total;Residentes en España;2025M02;76.749
Total Nacional;03 Asturias, Principado de;;Viajero;Total;Residentes en España;2025M01;68.520
Total Nacional;03 Asturias, Principado de;;Viajero;Total;Residentes en el Extranjero;2026M04;29.771
Total Nacional;03 Asturias, Principado de;;Viajero;Total;Residentes en el Extranjero;2026M03;14.694
Total Nacional;03 Asturias, Principado de;;Viajero;Total;Residentes en el Extranjero;2026M02;10.105
Total Nacional;03 Asturias, Principado de;;Viajero;Total;Residentes en el Extranjero;2026M01;10.290
Total Nacional;03 Asturias, Principado de;;Viajero;Total;Residentes en el Extranjero;2025M12;11.253
Total Nacional;03 Asturias, Principado de;;Viajero;Total;Residentes en el Extranjero;2025M11;15.895
Total Nacional;03 Asturias, Principado de;;Viajero;Total;Residentes en el Extranjero;2025M10;36.488
Total Nacional;03 Asturias, Principado de;;Viajero;Total;Residentes en el Extranjero;2025M09;58.756
Total Nacional;03 Asturias, Principado de;;Viajero;Total;Residentes en el Extranjero;2025M08;58.213
Total Nacional;03 Asturias, Principado de;;Viajero;Total;Residentes en el Extranjero;2025M07;51.669
Total Nacional;03 Asturias, Principado de;;Viajero;Total;Residentes en el Extranjero;2025M06;56.525
Total Nacional;03 Asturias, Principado de;;Viajero;Total;Residentes en el Extranjero;2025M05;51.983
Total Nacional;03 Asturias, Principado de;;Viajero;Total;Residentes en el Extranjero;2025M04;33.767
Total Nacional;03 Asturias, Principado de;;Viajero;Total;Residentes en el Extranjero;2025M03;15.032
Total Nacional;03 Asturias, Principado de;;Viajero;Total;Residentes en el Extranjero;2025M02;10.693
Total Nacional;03 Asturias, Principado de;;Viajero;Total;Residentes en el Extranjero;2025M01;9.458
Total Nacional;03 Asturias, Principado de;;Pernoctaciones;Total;;2026M04;270.318
Total Nacional;03 Asturias, Principado de;;Pernoctaciones;Total;;2026M03;207.802
Total Nacional;03 Asturias, Principado de;;Pernoctaciones;Total;;2026M02;154.497
Total Nacional;03 Asturias, Principado de;;Pernoctaciones;Total;;2026M01;141.447
Total Nacional;03 Asturias, Principado de;;Pernoctaciones;Total;;2025M12;191.009
Total Nacional;03 Asturias, Principado de;;Pernoctaciones;Total;;2025M11;215.072
Total Nacional;03 Asturias, Principado de;;Pernoctaciones;Total;;2025M10;311.576
Total Nacional;03 Asturias, Principado de;;Pernoctaciones;Total;;2025M09;429.566
Total Nacional;03 Asturias, Principado de;;Pernoctaciones;Total;;2025M08;661.285
Total Nacional;03 Asturias, Principado de;;Pernoctaciones;Total;;2025M07;553.349
Total Nacional;03 Asturias, Principado de;;Pernoctaciones;Total;;2025M06;369.514
Total Nacional;03 Asturias, Principado de;;Pernoctaciones;Total;;2025M05;317.350
Total Nacional;03 Asturias, Principado de;;Pernoctaciones;Total;;2025M04;293.215
Total Nacional;03 Asturias, Principado de;;Pernoctaciones;Total;;2025M03;207.542
Total Nacional;03 Asturias, Principado de;;Pernoctaciones;Total;;2025M02;154.976
Total Nacional;03 Asturias, Principado de;;Pernoctaciones;Total;;2025M01;142.442
Total Nacional;03 Asturias, Principado de;;Pernoctaciones;Total;Residentes en España;2026M04;218.002
Total Nacional;03 Asturias, Principado de;;Pernoctaciones;Total;Residentes en España;2026M03;174.228
Total Nacional;03 Asturias, Principado de;;Pernoctaciones;Total;Residentes en España;2026M02;130.432
Total Nacional;03 Asturias, Principado de;;Pernoctaciones;Total;Residentes en España;2026M01;117.386
Total Nacional;03 Asturias, Principado de;;Pernoctaciones;Total;Residentes en España;2025M12;165.789
Total Nacional;03 Asturias, Principado de;;Pernoctaciones;Total;Residentes en España;2025M11;182.523
Total Nacional;03 Asturias, Principado de;;Pernoctaciones;Total;Residentes en España;2025M10;246.424
Total Nacional;03 Asturias, Principado de;;Pernoctaciones;Total;Residentes en España;2025M09;323.425
Total Nacional;03 Asturias, Principado de;;Pernoctaciones;Total;Residentes en España;2025M08;550.833
Total Nacional;03 Asturias, Principado de;;Pernoctaciones;Total;Residentes en España;2025M07;451.217
Total Nacional;03 Asturias, Principado de;;Pernoctaciones;Total;Residentes en España;2025M06;275.648
Total Nacional;03 Asturias, Principado de;;Pernoctaciones;Total;Residentes en España;2025M05;231.713
Total Nacional;03 Asturias, Principado de;;Pernoctaciones;Total;Residentes en España;2025M04;234.831
Total Nacional;03 Asturias, Principado de;;Pernoctaciones;Total;Residentes en España;2025M03;177.617
Total Nacional;03 Asturias, Principado de;;Pernoctaciones;Total;Residentes en España;2025M02;132.768
Total Nacional;03 Asturias, Principado de;;Pernoctaciones;Total;Residentes en España;2025M01;120.618
Total Nacional;03 Asturias, Principado de;;Pernoctaciones;Total;Residentes en el Extranjero;2026M04;52.316
Total Nacional;03 Asturias, Principado de;;Pernoctaciones;Total;Residentes en el Extranjero;2026M03;33.574
Total Nacional;03 Asturias, Principado de;;Pernoctaciones;Total;Residentes en el Extranjero;2026M02;24.065
Total Nacional;03 Asturias, Principado de;;Pernoctaciones;Total;Residentes en el Extranjero;2026M01;24.060
Total Nacional;03 Asturias, Principado de;;Pernoctaciones;Total;Residentes en el Extranjero;2025M12;25.220
Total Nacional;03 Asturias, Principado de;;Pernoctaciones;Total;Residentes en el Extranjero;2025M11;32.549
Total Nacional;03 Asturias, Principado de;;Pernoctaciones;Total;Residentes en el Extranjero;2025M10;65.153
Total Nacional;03 Asturias, Principado de;;Pernoctaciones;Total;Residentes en el Extranjero;2025M09;106.141
Total Nacional;03 Asturias, Principado de;;Pernoctaciones;Total;Residentes en el Extranjero;2025M08;110.452
Total Nacional;03 Asturias, Principado de;;Pernoctaciones;Total;Residentes en el Extranjero;2025M07;102.132
Total Nacional;03 Asturias, Principado de;;Pernoctaciones;Total;Residentes en el Extranjero;2025M06;93.866
Total Nacional;03 Asturias, Principado de;;Pernoctaciones;Total;Residentes en el Extranjero;2025M05;85.637
Total Nacional;03 Asturias, Principado de;;Pernoctaciones;Total;Residentes en el Extranjero;2025M04;58.384
Total Nacional;03 Asturias, Principado de;;Pernoctaciones;Total;Residentes en el Extranjero;2025M03;29.925
Total Nacional;03 Asturias, Principado de;;Pernoctaciones;Total;Residentes en el Extranjero;2025M02;22.208
Total Nacional;03 Asturias, Principado de;;Pernoctaciones;Total;Residentes en el Extranjero;2025M01;21.824
Total Nacional;03 Asturias, Principado de;33 Asturias;Viajero;Total;;2026M04;147.543
Total Nacional;03 Asturias, Principado de;33 Asturias;Viajero;Total;;2026M03;113.361
Total Nacional;03 Asturias, Principado de;33 Asturias;Viajero;Total;;2026M02;87.964
Total Nacional;03 Asturias, Principado de;33 Asturias;Viajero;Total;;2026M01;74.141
Total Nacional;03 Asturias, Principado de;33 Asturias;Viajero;Total;;2025M12;102.224
Total Nacional;03 Asturias, Principado de;33 Asturias;Viajero;Total;;2025M11;117.149
Total Nacional;03 Asturias, Principado de;33 Asturias;Viajero;Total;;2025M10;169.551
Total Nacional;03 Asturias, Principado de;33 Asturias;Viajero;Total;;2025M09;217.906
Total Nacional;03 Asturias, Principado de;33 Asturias;Viajero;Total;;2025M08;286.710
Total Nacional;03 Asturias, Principado de;33 Asturias;Viajero;Total;;2025M07;255.898
Total Nacional;03 Asturias, Principado de;33 Asturias;Viajero;Total;;2025M06;204.806
Total Nacional;03 Asturias, Principado de;33 Asturias;Viajero;Total;;2025M05;178.540
Total Nacional;03 Asturias, Principado de;33 Asturias;Viajero;Total;;2025M04;158.991
Total Nacional;03 Asturias, Principado de;33 Asturias;Viajero;Total;;2025M03;110.844
Total Nacional;03 Asturias, Principado de;33 Asturias;Viajero;Total;;2025M02;87.442
Total Nacional;03 Asturias, Principado de;33 Asturias;Viajero;Total;;2025M01;77.978
Total Nacional;03 Asturias, Principado de;33 Asturias;Viajero;Total;Residentes en España;2026M04;117.772
Total Nacional;03 Asturias, Principado de;33 Asturias;Viajero;Total;Residentes en España;2026M03;98.668
Total Nacional;03 Asturias, Principado de;33 Asturias;Viajero;Total;Residentes en España;2026M02;77.859
Total Nacional;03 Asturias, Principado de;33 Asturias;Viajero;Total;Residentes en España;2026M01;63.850
Total Nacional;03 Asturias, Principado de;33 Asturias;Viajero;Total;Residentes en España;2025M12;90.971
Total Nacional;03 Asturias, Principado de;33 Asturias;Viajero;Total;Residentes en España;2025M11;101.253
Total Nacional;03 Asturias, Principado de;33 Asturias;Viajero;Total;Residentes en España;2025M10;133.063
Total Nacional;03 Asturias, Principado de;33 Asturias;Viajero;Total;Residentes en España;2025M09;159.150
Total Nacional;03 Asturias, Principado de;33 Asturias;Viajero;Total;Residentes en España;2025M08;228.497
Total Nacional;03 Asturias, Principado de;33 Asturias;Viajero;Total;Residentes en España;2025M07;204.229
Total Nacional;03 Asturias, Principado de;33 Asturias;Viajero;Total;Residentes en España;2025M06;148.281
Total Nacional;03 Asturias, Principado de;33 Asturias;Viajero;Total;Residentes en España;2025M05;126.557
Total Nacional;03 Asturias, Principado de;33 Asturias;Viajero;Total;Residentes en España;2025M04;125.224
Total Nacional;03 Asturias, Principado de;33 Asturias;Viajero;Total;Residentes en España;2025M03;95.812
Total Nacional;03 Asturias, Principado de;33 Asturias;Viajero;Total;Residentes en España;2025M02;76.749
Total Nacional;03 Asturias, Principado de;33 Asturias;Viajero;Total;Residentes en España;2025M01;68.520
Total Nacional;03 Asturias, Principado de;33 Asturias;Viajero;Total;Residentes en el Extranjero;2026M04;29.771
Total Nacional;03 Asturias, Principado de;33 Asturias;Viajero;Total;Residentes en el Extranjero;2026M03;14.694
Total Nacional;03 Asturias, Principado de;33 Asturias;Viajero;Total;Residentes en el Extranjero;2026M02;10.105
Total Nacional;03 Asturias, Principado de;33 Asturias;Viajero;Total;Residentes en el Extranjero;2026M01;10.290
Total Nacional;03 Asturias, Principado de;33 Asturias;Viajero;Total;Residentes en el Extranjero;2025M12;11.253
Total Nacional;03 Asturias, Principado de;33 Asturias;Viajero;Total;Residentes en el Extranjero;2025M11;15.895
Total Nacional;03 Asturias, Principado de;33 Asturias;Viajero;Total;Residentes en el Extranjero;2025M10;36.488
Total Nacional;03 Asturias, Principado de;33 Asturias;Viajero;Total;Residentes en el Extranjero;2025M09;58.756
Total Nacional;03 Asturias, Principado de;33 Asturias;Viajero;Total;Residentes en el Extranjero;2025M08;58.213
Total Nacional;03 Asturias, Principado de;33 Asturias;Viajero;Total;Residentes en el Extranjero;2025M07;51.669
Total Nacional;03 Asturias, Principado de;33 Asturias;Viajero;Total;Residentes en el Extranjero;2025M06;56.525
Total Nacional;03 Asturias, Principado de;33 Asturias;Viajero;Total;Residentes en el Extranjero;2025M05;51.983
Total Nacional;03 Asturias, Principado de;33 Asturias;Viajero;Total;Residentes en el Extranjero;2025M04;33.767
Total Nacional;03 Asturias, Principado de;33 Asturias;Viajero;Total;Residentes en el Extranjero;2025M03;15.032
Total Nacional;03 Asturias, Principado de;33 Asturias;Viajero;Total;Residentes en el Extranjero;2025M02;10.693
Total Nacional;03 Asturias, Principado de;33 Asturias;Viajero;Total;Residentes en el Extranjero;2025M01;9.458
Total Nacional;03 Asturias, Principado de;33 Asturias;Pernoctaciones;Total;;2026M04;270.318
Total Nacional;03 Asturias, Principado de;33 Asturias;Pernoctaciones;Total;;2026M03;207.802
Total Nacional;03 Asturias, Principado de;33 Asturias;Pernoctaciones;Total;;2026M02;154.497
Total Nacional;03 Asturias, Principado de;33 Asturias;Pernoctaciones;Total;;2026M01;141.447
Total Nacional;03 Asturias, Principado de;33 Asturias;Pernoctaciones;Total;;2025M12;191.009
Total Nacional;03 Asturias, Principado de;33 Asturias;Pernoctaciones;Total;;2025M11;215.072
Total Nacional;03 Asturias, Principado de;33 Asturias;Pernoctaciones;Total;;2025M10;311.576
Total Nacional;03 Asturias, Principado de;33 Asturias;Pernoctaciones;Total;;2025M09;429.566
Total Nacional;03 Asturias, Principado de;33 Asturias;Pernoctaciones;Total;;2025M08;661.285
Total Nacional;03 Asturias, Principado de;33 Asturias;Pernoctaciones;Total;;2025M07;553.349
Total Nacional;03 Asturias, Principado de;33 Asturias;Pernoctaciones;Total;;2025M06;369.514
Total Nacional;03 Asturias, Principado de;33 Asturias;Pernoctaciones;Total;;2025M05;317.350
Total Nacional;03 Asturias, Principado de;33 Asturias;Pernoctaciones;Total;;2025M04;293.215
Total Nacional;03 Asturias, Principado de;33 Asturias;Pernoctaciones;Total;;2025M03;207.542
Total Nacional;03 Asturias, Principado de;33 Asturias;Pernoctaciones;Total;;2025M02;154.976
Total Nacional;03 Asturias, Principado de;33 Asturias;Pernoctaciones;Total;;2025M01;142.442
Total Nacional;03 Asturias, Principado de;33 Asturias;Pernoctaciones;Total;Residentes en España;2026M04;218.002
Total Nacional;03 Asturias, Principado de;33 Asturias;Pernoctaciones;Total;Residentes en España;2026M03;174.228
Total Nacional;03 Asturias, Principado de;33 Asturias;Pernoctaciones;Total;Residentes en España;2026M02;130.432
Total Nacional;03 Asturias, Principado de;33 Asturias;Pernoctaciones;Total;Residentes en España;2026M01;117.386
Total Nacional;03 Asturias, Principado de;33 Asturias;Pernoctaciones;Total;Residentes en España;2025M12;165.789
Total Nacional;03 Asturias, Principado de;33 Asturias;Pernoctaciones;Total;Residentes en España;2025M11;182.523
Total Nacional;03 Asturias, Principado de;33 Asturias;Pernoctaciones;Total;Residentes en España;2025M10;246.424
Total Nacional;03 Asturias, Principado de;33 Asturias;Pernoctaciones;Total;Residentes en España;2025M09;323.425
Total Nacional;03 Asturias, Principado de;33 Asturias;Pernoctaciones;Total;Residentes en España;2025M08;550.833
Total Nacional;03 Asturias, Principado de;33 Asturias;Pernoctaciones;Total;Residentes en España;2025M07;451.217
Total Nacional;03 Asturias, Principado de;33 Asturias;Pernoctaciones;Total;Residentes en España;2025M06;275.648
Total Nacional;03 Asturias, Principado de;33 Asturias;Pernoctaciones;Total;Residentes en España;2025M05;231.713
Total Nacional;03 Asturias, Principado de;33 Asturias;Pernoctaciones;Total;Residentes en España;2025M04;234.831
Total Nacional;03 Asturias, Principado de;33 Asturias;Pernoctaciones;Total;Residentes en España;2025M03;177.617
Total Nacional;03 Asturias, Principado de;33 Asturias;Pernoctaciones;Total;Residentes en España;2025M02;132.768
Total Nacional;03 Asturias, Principado de;33 Asturias;Pernoctaciones;Total;Residentes en España;2025M01;120.618
Total Nacional;03 Asturias, Principado de;33 Asturias;Pernoctaciones;Total;Residentes en el Extranjero;2026M04;52.316
Total Nacional;03 Asturias, Principado de;33 Asturias;Pernoctaciones;Total;Residentes en el Extranjero;2026M03;33.574
Total Nacional;03 Asturias, Principado de;33 Asturias;Pernoctaciones;Total;Residentes en el Extranjero;2026M02;24.065
Total Nacional;03 Asturias, Principado de;33 Asturias;Pernoctaciones;Total;Residentes en el Extranjero;2026M01;24.060
Total Nacional;03 Asturias, Principado de;33 Asturias;Pernoctaciones;Total;Residentes en el Extranjero;2025M12;25.220
Total Nacional;03 Asturias, Principado de;33 Asturias;Pernoctaciones;Total;Residentes en el Extranjero;2025M11;32.549
Total Nacional;03 Asturias, Principado de;33 Asturias;Pernoctaciones;Total;Residentes en el Extranjero;2025M10;65.153
